customer_id,age,snapshot_date,occ_accountant,occ_architect,occ_developer,occ_doctor,occ_engineer,occ_entrepreneur,occ_journalist,occ_lawyer,occ_manager,occ_mechanic,occ_media_manager,occ_musician,occ_scientist,occ_teacher,occ_unknown,occ_writer,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,outstanding_debt,credit_utilization_ratio,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,monthly_balance,credit_history_age_months,mix_bad,mix_good,mix_standard,mix_unknown,behav_high_spent_large_value_payments,behav_high_spent_medium_value_payments,behav_high_spent_small_value_payments,behav_low_spent_large_value_payments,behav_low_spent_medium_value_payments,behav_low_spent_small_value_payments,behav_unknown,loan_type_count,emi_to_income_ratio,debt_to_income,delayed_payment_rate,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,default_flag,month
CUS_0x104a,37.0,2023-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14981.39,1461.4491666666663,2,7,5,4.0,5,6.0,0.63,4.0,1122.46,39.64164181721113,0,38.11596751942855,164.88918149049954,233.13976765673857,387,0,1,0,0,0,0,0,0,0,1,0,4,0.0260809396514043,0.0749236219069125,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-12
CUS_0x104e,50.0,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19180.87,1688.405833333333,8,4,18,4.0,5,17.0,9.32,6.0,1127.57,29.46533771819808,0,57.36421100960239,107.98322725525712,263.49314506847384,302,0,0,1,0,0,0,1,0,0,0,0,4,0.0339753688817523,0.0587861760180846,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-06
CUS_0x1056,44.0,2023-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16053.86,1196.8216666666667,8,6,24,5.0,27,18.0,0.83,12.0,2107.76,36.85466926663253,1,44.86029054336601,154.06862404801825,210.7532520752824,194,1,0,0,0,0,0,0,0,0,1,0,5,0.037482852953614,0.131293034821532,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-04
CUS_0x1057,33.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86617.16,7250.096666666667,8,4,6,3.0,16,21.0,7.26,4.0,718.53,35.55554010560421,0,141.3820546343075,976.1638750557892,636.422471527819,299,0,0,1,0,0,0,0,0,0,0,1,3,0.0195007130435006,0.0082954693965953,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-09
CUS_0x105b,24.0,2023-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34428.21,2289.593700256465,2,4,8,0.0,8,11.0,8.51,0.0,180.7,35.13053991265236,0,285.4237997435352,61.13170395137558,446.3700460486243,330,0,0,0,1,0,0,0,0,0,0,1,1,0.1246613317077016,0.0052486028172826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-11
CUS_0x105c,70.0,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127617.6,10596.8,0,4,5,3.0,3,6.0,12.22,0.0,542.91,39.87736764081963,0,211.05460599751723,10000.0,861.6006703641515,292,0,1,0,0,0,1,0,0,0,0,0,3,0.0199168245128262,0.0042541937789145,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-06
CUS_0x1063,20.0,2023-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128698.76,10628.896666666666,7,5,10,4.0,8,14.0,10.67,12.0,583.11,28.440370434620167,1,251.6127820563614,136.3149548476463,914.9619297626592,203,0,0,0,1,1,0,0,0,0,0,0,4,0.0236725212359477,0.0045308128842888,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-12
CUS_0x1069,32.0,2023-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58637.34,4799.445,4,6,10,119.0,9,17.0,12.56,5.0,208.8,25.23314363376225,1,139.8850133927109,165.21061289035896,434.8488737169301,368,0,0,1,0,0,0,1,0,0,0,0,3,0.0291460811391131,0.0035608709399164,0.1428571428571428,-108.0,182.0,123.0,4.0,-56.0,27.0,25.0,-6.0,284.0,222.0,203.0,190.0,-14.0,-96.0,200.0,35.0,130.0,94.0,111.0,75.0,0,2023-01
CUS_0x106f,55.0,2023-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134035.08,11102.589999999998,0,5,10,2.0,6,7.0,5.32,8.0,767.91,31.12893781571753,0,143.48373199958996,1075.3385104350662,171.43675756534392,299,0,1,0,0,0,0,0,0,1,0,0,2,0.0129234468713687,0.0057291717959208,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-08
CUS_0x107c,18.0,2023-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49718.55,4179.2125,7,10,27,6.0,27,17.0,10.5,7.0,1920.25,30.10963834234661,1,231.95678064503065,430.8839387305643,45.08053062440501,168,1,0,0,0,0,0,0,0,0,1,0,6,0.0555025092993071,0.0386224055206758,2.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-11
CUS_0x108a,38.0,2023-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36982.36,2554.813823273585,7,9,21,9.0,15,15.0,24.61,15.0,4882.12,32.002993587280805,1,454.41955211428353,275.8074536448028,84.70883763399478,93,0,0,0,1,0,0,0,0,1,0,0,9,0.1778679714250244,0.1320121268626447,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-05
CUS_0x109b,55.0,2023-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31641.93,2610.8275,4,6,7,3.0,25,12.0,3.3699999999999988,1.0,583.6,40.34938872423535,0,60.33629926519114,84.09047925785762,344.6589324314184,245,0,0,1,0,0,0,0,0,0,1,0,3,0.0231100290100326,0.0184438812676723,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-10
CUS_0x10aa,20.0,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114432.03,9272.0025,1,2,7,0.0,9,9.0,7.98,4.0,444.51,39.01478410347445,0,0.0,101.64930256046962,1065.5509474395303,258,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.003884489333974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-02
CUS_0x10bb,35.0,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60830.92,5044.243333333333,0,1,11,4.0,14,3.0,7.41,0.0,133.63,38.71229771775232,0,159.79934699914432,404.04581806804174,230.57916826614724,286,0,0,0,1,0,0,0,0,0,1,0,4,0.0316795476425888,0.0021967446818164,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-03
CUS_0x10d7,39.0,2023-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15968.14,1380.678333333333,7,7,21,9.0,37,21.0,17.26,14.0,4912.8,39.89441606895375,1,77.99711821646055,128.5986713486603,211.47204376821247,148,1,0,0,0,0,0,0,0,1,0,0,9,0.0564918825286077,0.3076626332183961,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-12
CUS_0x10eb,51.0,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28315.95,2415.6625,4,7,10,2.0,8,8.0,10.34,4.0,677.4,26.91232349813161,0,30.230996271640148,133.04883496511272,368.2864187632472,245,0,1,0,0,0,0,0,0,0,1,0,2,0.0125145777904157,0.023922912704677,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-03
CUS_0x10ee,33.0,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12660.16,909.0133333333332,5,7,15,0.0,8,14.0,15.1,2.0,456.02,33.46263115825526,0,0.0,10000.0,338.2549367415748,304,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0360200818946995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-06
CUS_0x10f9,54.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150131.68,11102.135321735655,5,1,4,0.0,8,0.0,7.49,0.0,1138.36,45.2558066955709,0,1494.8380115976777,180.7591380504137,1328.93819528292,383,0,1,0,0,0,1,0,0,0,0,0,1,0.1346441894534557,0.0075824103213925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-05
CUS_0x10fd,29.0,2023-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39576.59,3199.049166666666,0,7,2,4.0,14,4.0,4.62,3.0,226.37,29.32616604445695,0,124.31083909356008,104.7631642205206,340.83091335258587,239,0,0,0,1,0,1,0,0,0,0,0,4,0.0388586835078527,0.0057197954649453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-12
CUS_0x10ff,36.0,2023-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16341.075,1292.75625,4,4,6,2.0,8,20.0,9.41,4.0,684.05,39.405195444591534,0,16.960460461757126,151.95412763565508,250.36103690258773,205,0,0,1,0,0,0,0,0,0,1,0,2,0.0131196120395914,0.0418607710937009,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-10
CUS_0x1100,22.0,2023-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43062.54,3607.545,6,10,23,2.0,55,20.0,19.05,13.0,2169.75,30.04262296575237,1,47.499818741612366,71.94658528758634,491.3080959708013,183,0,0,1,0,0,1,0,0,0,0,0,2,0.0131667986793269,0.0503860199607361,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-10
CUS_0x1107,31.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28952.76,2338.73,7,9,21,8.0,38,25.0,2.46,16.0,2717.85,28.629538257401137,1,155.77998901144184,56.7778041826906,261.3152068058676,14,1,0,0,0,0,0,0,0,0,0,1,8,0.0666087958043219,0.0938718795721029,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-11
CUS_0x1119,36.0,2023-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56301.9,4593.825,9,5,26,2.0,15,18.0,14.73,14.0,2161.23,37.38149611193315,1,50.11934808737193,310.84444036433723,378.4187115482909,174,0,0,0,1,0,0,0,0,1,0,0,2,0.0109101561525247,0.0383864487699349,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-05
CUS_0x112f,21.0,2023-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75506.42,6050.201666666668,1,4,5,1.0,1,2.0,3.44,7.0,1069.19,39.848918502421775,0,60.903643233171024,278.2980758592782,555.8184475742175,284,0,1,0,0,0,0,0,0,0,1,0,1,0.0100663823437022,0.0141602528632664,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-10
CUS_0x1130,37.0,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137798.88,10609.791908648782,6,20,13,0.0,23,12.0,9.25,2.0,1056.3,30.0543105570062,0,988.4480913512176,1156.953782699478,282.87021730052203,329,0,0,1,0,0,0,0,0,1,0,0,1,0.0931637585224894,0.0076655194875313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-07
CUS_0x1132,39.0,2023-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46268.4,3983.7,5,4,20,4.0,27,17.0,9.58,9.0,1447.57,30.45722270101841,1,103.77805009014692,230.9491538223625,323.6427960874905,168,0,0,0,1,0,0,1,0,0,0,0,4,0.0260506689987064,0.0312863639114384,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-03
CUS_0x1134,49.0,2023-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15279.545,1517.7916271206154,0,5,8,3.0,1,4.0,6.99,7.0,168.35,27.60211956243887,0,76.53930322159488,17.680099486789082,349.81392850433366,370,0,1,0,0,0,0,0,0,0,0,1,3,0.0504280705295473,0.0110179982453666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-10
CUS_0x1135,33.0,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83358.3,6896.5250000000015,5,3,5,3.0,6,6.0,2.66,7.0,727.88,24.20426009832673,0,169.93600478124742,243.03652769348827,526.6799675252644,370,0,0,0,1,0,1,0,0,0,0,0,3,0.0246408161764435,0.0087319439096046,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-03
CUS_0x1136,22.0,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37360.94,2864.411666666667,10,5,33,5.0,44,12.0,9.41,11.0,1271.23,36.19634556049452,1,93.34174656716053,254.4781038879287,228.6213162115775,142,0,0,1,0,0,0,0,0,0,1,0,5,0.0325867079978007,0.0340256428237619,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-06
CUS_0x1139,33.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94991.82,8144.985,7,6,13,0.0,18,16.0,24.45,6.0,1320.61,39.28777692805084,1,0.0,105.98185997612778,948.5166400238722,317,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0139023549606692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-12
CUS_0x113e,45.0,2023-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34476.68,2715.056666666667,6,7,24,8.0,36,17.0,4.48,11.0,1976.63,23.55350923404709,1,171.1757589064547,10000.0,147.55738128895217,138,1,0,0,0,0,0,0,0,1,0,0,8,0.0630468457649581,0.0573323765513384,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023-02
CUS_0x1140,31.0,2023-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000.0,914.15,6,10,28,6.0,18,19.0,27.01,14.0,4128.98,29.370854851559912,1,24.906263362349712,80.86351180980212,255.64522482784807,83,1,0,0,0,0,0,0,1,0,0,0,6,0.0272452697723018,0.0103224499999999,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-02
CUS_0x114a,43.0,2023-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15305.46,1230.455,0,7,2,2.0,14,2.0,15.95,0.0,642.42,27.52511297681479,0,20.301653868439384,64.77848007633177,327.96536605522886,189,0,1,0,0,0,0,0,0,0,1,0,2,0.0164993062472332,0.0419732566025457,1.0,-13.0,8.0,87.0,166.0,214.0,-98.0,215.0,152.0,129.0,139.0,14.0,203.0,26.0,86.0,171.0,125.0,-130.0,354.0,17.0,302.0,0,2023-01
CUS_0x1154,41.0,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7645.095,632.0912500000002,9,9,19,5.0,42,18.0,21.14,10.0,2869.83,24.63934637515448,1,17.487851054475886,48.62391275641062,287.0973611891135,146,1,0,0,0,0,0,0,0,0,1,0,5,0.0276666558103373,0.3753818624883013,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-06
CUS_0x1155,41.0,2023-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158483.48,12927.956666666669,2,1,50,3.0,1,3.0,2.65,30.0,471.82,31.462859625731845,-1,347.53545957543184,870.8001476671714,344.46005942406373,339,0,1,0,0,0,0,0,1,0,0,0,3,0.0268824740472339,0.0029770926282032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-02
CUS_0x1156,25.0,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10060.015,1103.3345833333333,3,9,17,6.0,18,12.0,9.29,15.0,1971.81,26.65609993818429,1,32.28432276915212,72.27556199955825,265.773573564623,130,0,0,1,0,0,0,1,0,0,0,0,6,0.0292606823504222,0.1960046779254305,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-06
CUS_0x1168,42.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76440.52,6647.043333333334,0,4,9,2.0,7,2.0,10.85,4.0,998.47,36.402362376494544,0,96.74970978904616,547.8585912822699,300.0960322620174,249,0,1,0,0,0,0,0,0,1,0,0,2,0.0145552999938889,0.0130620513832192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-10
CUS_0x1169,34.0,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115324.62,9772.385,2,5,8,4.0,9,6.0,5.5,3.0,1316.45,40.506395476913774,0,199.25125980012183,380.2486071571585,657.7386330427197,287,0,1,0,0,0,0,1,0,0,0,0,4,0.0203892150994994,0.0114151687644841,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-09
CUS_0x117d,24.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70779.18,5861.264999999999,1,4,9,4.0,14,-2.0,3.61,4.0,1340.31,25.85637803410568,0,131.34831160336728,300.6020796271049,414.17610876952784,257,0,1,0,0,0,0,1,0,0,0,0,4,0.0224095500891645,0.018936500818461,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023-09
