customer_id,age,snapshot_date,occ_Accountant,occ_Architect,occ_Developer,occ_Doctor,occ_Engineer,occ_Entrepreneur,occ_Journalist,occ_Lawyer,occ_Manager,occ_Mechanic,occ_Media_Manager,occ_Musician,occ_Scientist,occ_Teacher,occ_Unknown,occ_Writer
CUS_0x107c,18.0,2023-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x107e,18.0,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1087,51.0,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x108a,38.0,2023-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x1096,43.0,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1098,23.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x109b,55.0,2023-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x109d,45.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x109f,41.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x10a9,41.0,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x10aa,20.0,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x10ac,29.0,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x10b3,48.0,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x10b6,49.0,2025-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x10bb,35.0,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x10c0,39.0,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x10c5,24.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x10d7,39.0,2023-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x10dd,25.0,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x10df,27.0,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x10e2,37.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x10e7,33.0,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x10eb,51.0,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x10ee,33.0,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x10f9,54.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x10fd,29.0,2023-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x10ff,36.0,2023-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1100,22.0,2023-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1107,31.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x1108,25.0,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1109,43.0,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1119,36.0,2023-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x111b,40.0,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x111c,33.0,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x1123,18.0,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x112d,22.0,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x112e,32.0,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x112f,21.0,2023-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x1130,37.0,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x1132,39.0,2023-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x1134,49.0,2023-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1135,33.0,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x1136,22.0,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1138,44.0,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1139,33.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x113e,45.0,2023-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x1140,31.0,2023-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1144,42.0,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1145,24.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x114a,43.0,2023-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x114b,37.0,2025-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1151,41.0,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x1152,29.0,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1154,41.0,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1155,41.0,2023-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1156,25.0,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x115c,20.0,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1168,42.0,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x1169,34.0,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x117d,24.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x117f,51.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x1182,24.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x1183,22.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x1184,49.0,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1185,25.0,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1190,45.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x1192,70.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x1193,46.0,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1195,31.0,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x1197,28.0,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x119e,38.0,2023-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x11a4,44.0,2023-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x11ac,33.0,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x11ae,22.0,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x11b1,28.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x11b7,28.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x11c0,19.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x11c1,34.0,2025-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x11c6,49.0,2023-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x11c7,53.0,2023-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x11d1,25.0,2023-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x11d9,42.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x11e2,34.0,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x11eb,70.0,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x11ec,34.0,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x11fc,30.0,2023-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1204,33.0,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x1207,34.0,2023-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x120c,18.0,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x120d,27.0,2025-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1216,19.0,2023-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x121b,42.0,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1220,31.0,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1226,52.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x122c,48.0,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x122f,70.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x1231,39.0,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x1232,18.0,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1233,51.0,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1234,24.0,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x1236,25.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x123a,18.0,2023-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x123d,31.0,2023-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1246,33.0,2023-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1249,32.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x124a,28.0,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1250,28.0,2023-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1252,28.0,2023-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1255,47.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x1258,50.0,2025-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x125c,35.0,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x1269,22.0,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x126d,36.0,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1271,46.0,2023-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1274,70.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x1277,23.0,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1278,20.0,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x127d,43.0,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1281,18.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x1285,43.0,2023-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1286,70.0,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1288,33.0,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x128e,19.0,2023-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x128f,32.0,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x1290,31.0,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1297,46.0,2023-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x1298,49.0,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x129b,24.0,2023-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x12a4,24.0,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x12a6,25.0,2023-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x12a7,37.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x12a8,44.0,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12a9,44.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x12af,37.0,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x12b6,18.0,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x12b8,29.0,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12be,34.0,2023-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12bf,51.0,2023-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x12c1,48.0,2023-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x12cb,39.0,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x12cc,30.0,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12ce,42.0,2023-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12d1,41.0,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12d5,28.0,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x12dd,36.0,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12e7,43.0,2023-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12ea,18.0,2023-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12ec,42.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x12ef,43.0,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x12f2,25.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x12fa,46.0,2023-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x12fb,35.0,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x12fc,18.0,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x1309,51.0,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x130b,31.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x130c,43.0,2025-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1319,47.0,2023-06-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x131f,46.0,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1324,20.0,2023-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x1325,27.0,2023-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1326,19.0,2023-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x1329,50.0,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x132f,41.0,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x1330,33.0,2023-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x1338,40.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x133b,33.0,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x133d,21.0,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x133e,41.0,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x133f,30.0,2025-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x1340,42.0,2023-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1341,47.0,2023-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x1343,21.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x1348,43.0,2023-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x134d,43.0,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x1354,24.0,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1355,30.0,2023-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1358,18.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x135c,41.0,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUS_0x1367,45.0,2023-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x136b,45.0,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x136c,56.0,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1370,32.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUS_0x1375,18.0,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x1378,18.0,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x137d,33.0,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x1382,45.0,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x1383,19.0,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x138b,42.0,2023-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x138d,39.0,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x138e,52.0,2023-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x138f,30.0,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x139b,46.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x13a8,33.0,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x13a9,46.0,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x13b0,33.0,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x13b2,27.0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x13b5,54.0,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x13b8,29.0,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x13bc,23.0,2023-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x13c2,33.0,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x13c7,34.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x13ce,52.0,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x13d1,22.0,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x13d5,50.0,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x13d6,44.0,2023-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x13db,24.0,2023-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x13de,35.0,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUS_0x13df,38.0,2023-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x13e3,55.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CUS_0x13e4,33.0,2025-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x13e7,36.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x13eb,30.0,2023-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x13ec,55.0,2023-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x13ee,31.0,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x13ef,52.0,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUS_0x13f6,46.0,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUS_0x13f8,19.0,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x13fa,22.0,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x13fb,22.0,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x140e,41.0,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1410,43.0,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x1414,46.0,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x1416,20.0,2023-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x141c,43.0,2023-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUS_0x141d,26.0,2023-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUS_0x1422,18.0,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1425,34.0,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUS_0x142f,54.0,2023-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x1430,33.0,2023-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1431,32.0,2023-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUS_0x1436,23.0,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUS_0x1437,46.0,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUS_0x1439,23.0,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
